texto,intencion,sesgo
"todos mis amigos están ricos con Bitcoin, pero igual vendo para comprar otra cosa",quiero_vender,fomo
¿Cuánto he ganado? ¡estoy perdiendo la oportunidad de mi vida!,consultar_cartera,fomo
"¿Cuánto he ganado? basado en mi investigación, creo que va a funcionar bien",consultar_cartera,overconfidence
"Estoy confiado en mi estrategia de inversión, sé cuándo vender",quiero_vender,overconfidence
"¿dónde debería poner mis ahorros?, mi análisis fundamental me da señales positivas",pedir_recomendacion,overconfidence
"esto es una ganga obvia, voy a comprar este crypto",quiero_comprar,overconfidence
¿Cuánto he ganado? esto es una ganga obvia,consultar_cartera,overconfidence
¿Cuánto he ganado? soy el mejor inversor,consultar_cartera,overconfidence
¿Cuánto he ganado? mi intuición nunca falla,consultar_cartera,overconfidence
"¿qué es el riesgo en inversiones?, estoy confiado en mi estrategia de inversión",explicar_concepto,overconfidence
"Mi experiencia me dice que este es el momento adecuado, sé cuándo vender",quiero_vender,overconfidence
"¿dónde me recomiendan invertir a largo plazo?, soy el mejor inversor",pedir_recomendacion,overconfidence
"esto es obvio, va a explotar, sé cuándo vender",quiero_vender,overconfidence
"¿qué es buena inversión ahora?, nadie conoce este mercado como yo",pedir_recomendacion,overconfidence
"¿qué recomiendan para mi cartera?, mi análisis me dice que esta acción tiene potencial",pedir_recomendacion,overconfidence
"¿qué es la capitalización bursátil?, mi experiencia me dice que este es el momento adecuado",explicar_concepto,overconfidence
"¿en qué sector debo invertir?, mi análisis me dice que esta acción tiene potencial",pedir_recomendacion,overconfidence
"Basado en mis conocimientos, creo que es una buena decisión, voy a comprar este crypto",quiero_comprar,overconfidence
¿Cuánto he ganado? mi análisis fundamental me da señales positivas,consultar_cartera,overconfidence
"soy un genio del mercado, voy a comprar este crypto",quiero_comprar,overconfidence
"Mi análisis me dice que esta acción tiene potencial, sé cuándo vender",quiero_vender,overconfidence
"¿en qué sector debo invertir?, tengo una buena sensación sobre esta inversión",pedir_recomendacion,overconfidence
"tengo un sexto sentido para las inversiones, sé cuándo vender",quiero_vender,overconfidence
"¿dónde me recomiendan invertir a largo plazo?, he estudiado este sector y creo que hay oportunidades",pedir_recomendacion,overconfidence
"¿qué acción me recomiendan comprar?, basado en mi investigación, creo que va a funcionar bien",pedir_recomendacion,overconfidence
"¿qué acción me recomiendan comprar?, basado en mis conocimientos, creo que es una buena decisión",pedir_recomendacion,overconfidence
"es matemático, tiene que subir, voy a comprar esta acción",quiero_comprar,overconfidence
"voy a ser millonario con esto, voy a comprar este crypto",quiero_comprar,overconfidence
"¿Cuánto he ganado? esto es obvio, va a explotar",consultar_cartera,overconfidence
¿Cuánto he ganado? tengo una buena sensación sobre esta inversión,consultar_cartera,overconfidence
"esto es una ganga obvia, voy a comprar esta acción",quiero_comprar,overconfidence
"Basado en mis conocimientos, creo que es una buena decisión, sé cuándo vender",quiero_vender,overconfidence
"Basado en mis conocimientos, creo que es una buena decisión, sé cuándo vender",quiero_vender,overconfidence
"esto es obvio, va a explotar, sé cuándo vender",quiero_vender,overconfidence
"¿qué acción me recomiendan comprar?, mi análisis me dice que esta acción tiene potencial",pedir_recomendacion,overconfidence
"¿en qué sector debo invertir?, basado en mis conocimientos, creo que es una buena decisión",pedir_recomendacion,overconfidence
"tengo un sexto sentido para las inversiones, voy a comprar este ETF",quiero_comprar,overconfidence
"esto es obvio, va a explotar, sé cuándo vender",quiero_vender,overconfidence
¿Cuánto he ganado? tengo un sexto sentido para las inversiones,consultar_cartera,overconfidence
"¿qué acción es buena compra?, soy un genio del mercado",pedir_recomendacion,overconfidence
"Mi experiencia me dice que este es el momento adecuado, sé cuándo vender",quiero_vender,overconfidence
"Tengo una buena sensación sobre esta inversión, sé cuándo vender",quiero_vender,overconfidence
¿Cuánto he ganado? nunca me equivoco,consultar_cartera,overconfidence
"Estoy bastante seguro de que esta es una buena oportunidad, sé cuándo vender",quiero_vender,overconfidence
"He estudiado este sector y creo que hay oportunidades, voy a comprar este ETF",quiero_comprar,overconfidence
"¿qué es el beta?, esto es dinero fácil",explicar_concepto,overconfidence
"explícame qué es diversificación, esto es dinero fácil",explicar_concepto,overconfidence
"explícame qué es un fondo mutuo, estoy bastante seguro de que esta es una buena oportunidad",explicar_concepto,overconfidence
"soy el mejor inversor, voy a comprar este ETF",quiero_comprar,overconfidence
¿Cuánto he ganado? nunca me equivoco,consultar_cartera,overconfidence
"nunca me equivoco, sé cuándo vender",quiero_vender,overconfidence
"¿qué es la capitalización bursátil?, esto es dinero fácil",explicar_concepto,overconfidence
"¿dónde puedo obtener buenos rendimientos?, mi intuición nunca falla",pedir_recomendacion,overconfidence
¿Cuánto he ganado? tengo una buena sensación sobre esta inversión,consultar_cartera,overconfidence
¿Cuánto he ganado? voy a ser millonario con esto,consultar_cartera,overconfidence
"¿qué es el riesgo en inversiones?, esto es obvio, va a explotar",explicar_concepto,overconfidence
"¿qué significa diversificar?, es matemático, tiene que subir",explicar_concepto,overconfidence
"¿en qué sector debo invertir?, estoy bastante seguro de que esta es una buena oportunidad",pedir_recomendacion,overconfidence
"nunca me equivoco, voy a comprar este crypto",quiero_comprar,overconfidence
"nunca me equivoco, voy a comprar este ETF",quiero_comprar,overconfidence
¿Cuánto he ganado? mi investigación me indica que hay upside potencial,consultar_cartera,overconfidence
"¿qué es el RSI?, esto es dinero fácil",explicar_concepto,overconfidence
"¿dónde debería poner mis ahorros?, soy un genio del mercado",pedir_recomendacion,overconfidence
"soy el mejor inversor, voy a comprar este ETF",quiero_comprar,overconfidence
"nadie conoce este mercado como yo, voy a comprar este crypto",quiero_comprar,overconfidence
"¿qué significa P/E ratio?, he estudiado este sector y creo que hay oportunidades",explicar_concepto,overconfidence
"¿qué me sugieren hacer con mi dinero?, basado en mi investigación, creo que va a funcionar bien",pedir_recomendacion,overconfidence
"esto es obvio, va a explotar, sé cuándo vender",quiero_vender,overconfidence
"¿cómo se calcula el rendimiento?, mi investigación me indica que hay upside potencial",explicar_concepto,overconfidence
"Basado en mis conocimientos, creo que es una buena decisión, voy a comprar este crypto",quiero_comprar,overconfidence
"¿Cuánto he ganado? basado en mis conocimientos, creo que es una buena decisión",consultar_cartera,overconfidence
"explícame qué es un bono, estoy bastante seguro de que esta es una buena oportunidad",explicar_concepto,overconfidence
"He estudiado este sector y creo que hay oportunidades, voy a comprar esta acción",quiero_comprar,overconfidence
"¿qué es un ETF?, he estudiado este sector y creo que hay oportunidades",explicar_concepto,overconfidence
"tengo un sexto sentido para las inversiones, voy a comprar este crypto",quiero_comprar,overconfidence
"Mi análisis fundamental me da señales positivas, voy a comprar este ETF",quiero_comprar,overconfidence
¿Cuánto he ganado? voy a ser millonario con esto,consultar_cartera,overconfidence
"¿qué acción me recomiendan comprar?, tengo un sexto sentido para las inversiones",pedir_recomendacion,overconfidence
"voy a ser millonario con esto, sé cuándo vender",quiero_vender,overconfidence
"¿qué es el beta?, soy un genio del mercado",explicar_concepto,overconfidence
"Estoy confiado en mi estrategia de inversión, sé cuándo vender",quiero_vender,overconfidence
"esto es una ganga obvia, sé cuándo vender",quiero_vender,overconfidence
"yo sé que esta acción va a subir seguro, voy a comprar esta acción",quiero_comprar,overconfidence
"Basado en mis conocimientos, creo que es una buena decisión, sé cuándo vender",quiero_vender,overconfidence
"explícame qué es el dividendo, he estudiado este sector y creo que hay oportunidades",explicar_concepto,overconfidence
¿Cuánto he ganado? soy el mejor inversor,consultar_cartera,overconfidence
"esto es una ganga obvia, voy a comprar este crypto",quiero_comprar,overconfidence
"¿me pueden dar una recomendación?, esto es dinero fácil",pedir_recomendacion,overconfidence
"¿qué es el riesgo en inversiones?, tengo un sexto sentido para las inversiones",explicar_concepto,overconfidence
"Estoy bastante seguro de que esta es una buena oportunidad, voy a comprar este crypto",quiero_comprar,overconfidence
¿Cuánto he ganado? soy el mejor inversor,consultar_cartera,overconfidence
¿Cuánto he ganado? soy el mejor inversor,consultar_cartera,overconfidence
"¿qué significa P/E ratio?, estoy confiado en mi estrategia de inversión",explicar_concepto,overconfidence
"Mi análisis fundamental me da señales positivas, sé cuándo vender",quiero_vender,overconfidence
"yo sé que esta acción va a subir seguro, voy a comprar este ETF",quiero_comprar,overconfidence
"¿cómo funciona el trading?, mi experiencia me dice que este es el momento adecuado",explicar_concepto,overconfidence
"¿cómo se calcula el rendimiento?, tengo un sexto sentido para las inversiones",explicar_concepto,overconfidence
"Basado en mi investigación, creo que va a funcionar bien, voy a comprar esta acción",quiero_comprar,overconfidence
"¿Cuánto he ganado? basado en mis conocimientos, creo que es una buena decisión",consultar_cartera,overconfidence
"¿cómo funciona el interés compuesto?, es matemático, tiene que subir",explicar_concepto,overconfidence
"esto es una ganga obvia, sé cuándo vender",quiero_vender,overconfidence
"Mi análisis me dice que esta acción tiene potencial, sé cuándo vender",quiero_vender,overconfidence
"¿cómo funciona el mercado de valores?, es matemático, tiene que subir",explicar_concepto,overconfidence
"explícame qué es el dividendo, basado en mis conocimientos, creo que es una buena decisión",explicar_concepto,overconfidence
"¿qué es el riesgo en inversiones?, nadie conoce este mercado como yo",explicar_concepto,overconfidence
¿Cuánto he ganado? soy un genio del mercado,consultar_cartera,overconfidence
"¿dónde me recomiendan invertir a largo plazo?, tengo un sexto sentido para las inversiones",pedir_recomendacion,overconfidence
"esto es obvio, va a explotar, sé cuándo vender",quiero_vender,overconfidence
"nunca me equivoco, voy a comprar esta acción",quiero_comprar,overconfidence
"¿dónde puedo obtener buenos rendimientos?, tengo una buena sensación sobre esta inversión",pedir_recomendacion,overconfidence
"soy el mejor inversor, sé cuándo vender",quiero_vender,overconfidence
"¿en qué debería poner mi dinero?, esto es dinero fácil",pedir_recomendacion,overconfidence
"tengo un sexto sentido para las inversiones, voy a comprar este crypto",quiero_comprar,overconfidence
"Mi investigación me indica que hay upside potencial, voy a comprar este ETF",quiero_comprar,overconfidence
"esto es obvio, va a explotar, voy a comprar este ETF",quiero_comprar,overconfidence
"¿qué es buena inversión ahora?, tengo una buena sensación sobre esta inversión",pedir_recomendacion,overconfidence
"¿dónde puedo obtener buenos rendimientos?, basado en mi investigación, creo que va a funcionar bien",pedir_recomendacion,overconfidence
"soy un genio del mercado, voy a comprar esta acción",quiero_comprar,overconfidence
"explícame qué es un fondo mutuo, basado en mis conocimientos, creo que es una buena decisión",explicar_concepto,overconfidence
"nadie conoce este mercado como yo, voy a comprar este crypto",quiero_comprar,overconfidence
"explícame qué es diversificación, esto es dinero fácil",explicar_concepto,overconfidence
"estoy buscando oportunidades de inversión, pero prefiero mantener mi estrategia actual por ahora",quiero_comprar,loss_aversion
"¿Cuánto he perdido? no me conviene vender en este momento, mejor espero",consultar_cartera,loss_aversion
"¿qué recomiendan para mi cartera?, mejor espero a que vuelva a subir",pedir_recomendacion,loss_aversion
"¿qué me recomiendas?, no quiero vender con pérdidas",pedir_recomendacion,loss_aversion
"¿cuál es la mejor inversión?, no creo que sea el mejor momento para vender esta posición",pedir_recomendacion,loss_aversion
¿Cuánto he perdido? no me parece prudente vender en estas condiciones,consultar_cartera,loss_aversion
¿Cuánto he perdido? no me parece prudente vender en estas condiciones,consultar_cartera,loss_aversion
¿Cuánto he perdido? tal vez debería mantener esta posición un poco más,consultar_cartera,loss_aversion
"quiero diversificar mi portafolio, pero no vendo con pérdidas nunca",quiero_comprar,loss_aversion
¿Cuánto he perdido? prefiero no tomar decisiones precipitadas con esta inversión,consultar_cartera,loss_aversion
"¿qué me recomiendan para principiantes?, prefiero no tomar decisiones precipitadas con esta inversión",pedir_recomendacion,loss_aversion
¿Cuánto he perdido? no puedo vender por debajo de mi precio de compra,consultar_cartera,loss_aversion
"¿dónde puedo invertir mi dinero?, pero no creo que sea el mejor momento para vender esta posición",quiero_comprar,loss_aversion
"explícame qué es un fondo mutuo, no estoy seguro de vender ahora, quizás es mejor esperar",explicar_concepto,loss_aversion
"¿qué es buena inversión ahora?, prefiero esperar a que suba",pedir_recomendacion,loss_aversion
"explícame qué es un bono, no puedo vender por debajo de mi precio de compra",explicar_concepto,loss_aversion
"No me conviene vender en este momento, mejor espero, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? no creo que sea el mejor momento para vender esta posición,consultar_cartera,loss_aversion
"No creo que sea el mejor momento para vender esta posición, no puedo vender",quiero_vender,loss_aversion
"Prefiero esperar un poco antes de decidir sobre esta posición, no puedo vender",quiero_vender,loss_aversion
"No creo que sea el mejor momento para vender esta posición, no puedo vender",quiero_vender,loss_aversion
"prefiero mantenerlo a vender perdiendo, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? prefiero mantenerlo a vender perdiendo,consultar_cartera,loss_aversion
"¿qué es el riesgo en inversiones?, tal vez debería mantener esta posición un poco más",explicar_concepto,loss_aversion
¿Cuánto he perdido? no quiero vender con pérdidas,consultar_cartera,loss_aversion
"¿Cuánto he perdido? no estoy seguro de vender ahora, quizás es mejor esperar",consultar_cartera,loss_aversion
"quiero entrar en el mercado, pero mejor darle tiempo a que se recupere antes de actuar",quiero_comprar,loss_aversion
"Prefiero mantener mi estrategia actual por ahora, no puedo vender",quiero_vender,loss_aversion
"explícame qué es un fondo mutuo, no me conviene vender en este momento, mejor espero",explicar_concepto,loss_aversion
¿Cuánto he perdido? prefiero no tomar decisiones precipitadas con esta inversión,consultar_cartera,loss_aversion
"quiero invertir en tech, pero prefiero esperar a que suba",quiero_comprar,loss_aversion
"¿cómo se calcula el rendimiento?, no estoy seguro de vender ahora, quizás es mejor esperar",explicar_concepto,loss_aversion
"No estoy seguro de vender ahora, quizás es mejor esperar, no puedo vender",quiero_vender,loss_aversion
"¿qué acción me recomiendan comprar?, prefiero esperar a que suba",pedir_recomendacion,loss_aversion
"¿me pueden dar una recomendación?, no estoy seguro de vender ahora, quizás es mejor esperar",pedir_recomendacion,loss_aversion
"me gustaría invertir en criptomonedas, pero no vendo con pérdidas nunca",quiero_comprar,loss_aversion
"¿qué acción recomiendan comprar?, pero no me parece prudente vender en estas condiciones",quiero_comprar,loss_aversion
"¿en qué debería poner mi dinero?, prefiero esperar a que suba",pedir_recomendacion,loss_aversion
¿Cuánto he perdido? mejor espero a que vuelva a subir,consultar_cartera,loss_aversion
"¿cuál es la mejor inversión?, mejor esperar a ver cómo evoluciona la situación",pedir_recomendacion,loss_aversion
"explícame qué es un bono, mejor espero a que vuelva a subir",explicar_concepto,loss_aversion
¿Cuánto he perdido? mejor esperar a ver cómo evoluciona la situación,consultar_cartera,loss_aversion
"prefiero esperar a que suba, no puedo vender",quiero_vender,loss_aversion
"¿dónde me conviene invertir?, mejor esperar a ver cómo evoluciona la situación",pedir_recomendacion,loss_aversion
¿Cuánto he perdido? no quiero vender con pérdidas,consultar_cartera,loss_aversion
"explícame qué es un fondo mutuo, me duele demasiado vender ahora",explicar_concepto,loss_aversion
"explícame qué es un fondo mutuo, prefiero esperar a que suba",explicar_concepto,loss_aversion
"prefiero mantenerlo a vender perdiendo, no puedo vender",quiero_vender,loss_aversion
"¿qué me recomiendan comprar?, pero no estoy seguro de vender ahora, quizás es mejor esperar",quiero_comprar,loss_aversion
"¿qué significa diversificar?, no voy a realizar esta pérdida",explicar_concepto,loss_aversion
"explícame qué es un fondo mutuo, prefiero no tomar decisiones precipitadas con esta inversión",explicar_concepto,loss_aversion
"¿qué significa diversificar?, mejor darle tiempo a que se recupere antes de actuar",explicar_concepto,loss_aversion
"¿qué me recomiendan comprar?, pero me duele demasiado vender ahora",quiero_comprar,loss_aversion
"estoy considerando comprar ETFs, pero tal vez debería mantener esta posición un poco más",quiero_comprar,loss_aversion
"¿qué es la capitalización bursátil?, no estoy seguro de vender ahora, quizás es mejor esperar",explicar_concepto,loss_aversion
¿Cuánto he perdido? no vendo con pérdidas nunca,consultar_cartera,loss_aversion
"¿dónde puedo obtener buenos rendimientos?, no creo que sea el mejor momento para vender esta posición",pedir_recomendacion,loss_aversion
"quiero entrar en el mercado, pero no voy a realizar esta pérdida",quiero_comprar,loss_aversion
"No estoy seguro de vender ahora, quizás es mejor esperar, no puedo vender",quiero_vender,loss_aversion
"me duele demasiado vender ahora, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? no me parece prudente vender en estas condiciones,consultar_cartera,loss_aversion
"no quiero vender con pérdidas, no puedo vender",quiero_vender,loss_aversion
"¿qué es el beta?, no voy a realizar esta pérdida",explicar_concepto,loss_aversion
"estoy pensando en invertir en biotecnología, pero no me conviene vender en este momento, mejor espero",quiero_comprar,loss_aversion
"¿qué me recomiendan comprar?, pero prefiero mantener mi estrategia actual por ahora",quiero_comprar,loss_aversion
¿Cuánto he perdido? tal vez debería mantener esta posición un poco más,consultar_cartera,loss_aversion
"No me parece prudente vender en estas condiciones, no puedo vender",quiero_vender,loss_aversion
"quiero añadir más acciones a mi cartera, pero me duele demasiado vender ahora",quiero_comprar,loss_aversion
"¿qué acción me recomiendan comprar?, mejor esperar a ver cómo evoluciona la situación",pedir_recomendacion,loss_aversion
"No me parece prudente vender en estas condiciones, no puedo vender",quiero_vender,loss_aversion
"mejor espero a que vuelva a subir, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? no quiero vender con pérdidas,consultar_cartera,loss_aversion
"Mejor darle tiempo a que se recupere antes de actuar, no puedo vender",quiero_vender,loss_aversion
"¿qué me dicen de invertir en crypto?, no estoy seguro de vender ahora, quizás es mejor esperar",pedir_recomendacion,loss_aversion
"¿dónde me conviene invertir?, mejor esperar a ver cómo evoluciona la situación",pedir_recomendacion,loss_aversion
"¿cuál es la mejor inversión?, prefiero no tomar decisiones precipitadas con esta inversión",pedir_recomendacion,loss_aversion
"¿dónde puedo invertir mi dinero?, pero mejor espero a que vuelva a subir",quiero_comprar,loss_aversion
"no voy a realizar esta pérdida, no puedo vender",quiero_vender,loss_aversion
"¿es buena idea comprar ahora?, pero no me conviene vender en este momento, mejor espero",quiero_comprar,loss_aversion
"¿cómo funciona el interés compuesto?, no puedo vender por debajo de mi precio de compra",explicar_concepto,loss_aversion
"estoy pensando en comprar acciones, pero voy a esperar a que recupere",quiero_comprar,loss_aversion
"¿qué acción es buena compra?, no creo que sea el mejor momento para vender esta posición",pedir_recomendacion,loss_aversion
"¿qué es un ETF?, no puedo vender por debajo de mi precio de compra",explicar_concepto,loss_aversion
"¿es buen momento para comprar Apple?, pero no me parece prudente vender en estas condiciones",quiero_comprar,loss_aversion
"¿qué me dicen de invertir en crypto?, no creo que sea el mejor momento para vender esta posición",pedir_recomendacion,loss_aversion
"quiero comprar mi primera acción, pero no me parece prudente vender en estas condiciones",quiero_comprar,loss_aversion
¿Cuánto he perdido? no quiero vender con pérdidas,consultar_cartera,loss_aversion
"¿qué acción es buena compra?, prefiero mantener mi estrategia actual por ahora",pedir_recomendacion,loss_aversion
"¿qué es buena inversión ahora?, tal vez debería mantener esta posición un poco más",pedir_recomendacion,loss_aversion
"¿dónde puedo invertir mi dinero?, pero tal vez debería mantener esta posición un poco más",quiero_comprar,loss_aversion
"explícame qué es el dividendo, me duele demasiado vender ahora",explicar_concepto,loss_aversion
"no vendo con pérdidas nunca, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? no voy a realizar esta pérdida,consultar_cartera,loss_aversion
"¿qué es buena inversión ahora?, prefiero no tomar decisiones precipitadas con esta inversión",pedir_recomendacion,loss_aversion
"¿es buen momento para comprar Apple?, pero mejor darle tiempo a que se recupere antes de actuar",quiero_comprar,loss_aversion
"prefiero mantenerlo a vender perdiendo, no puedo vender",quiero_vender,loss_aversion
"¿dónde invierto?, no puedo vender por debajo de mi precio de compra",pedir_recomendacion,loss_aversion
"Mejor darle tiempo a que se recupere antes de actuar, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? no me parece prudente vender en estas condiciones,consultar_cartera,loss_aversion
¿Cuánto he perdido? voy a esperar a que recupere,consultar_cartera,loss_aversion
"¿qué recomiendan para mi cartera?, mejor darle tiempo a que se recupere antes de actuar",pedir_recomendacion,loss_aversion
¿Cuánto he perdido? prefiero mantener mi estrategia actual por ahora,consultar_cartera,loss_aversion
"Prefiero no tomar decisiones precipitadas con esta inversión, no puedo vender",quiero_vender,loss_aversion
"¿qué recomiendan para mi cartera?, no estoy seguro de vender ahora, quizás es mejor esperar",pedir_recomendacion,loss_aversion
"¿dónde me recomiendan invertir a largo plazo?, prefiero mantenerlo a vender perdiendo",pedir_recomendacion,loss_aversion
¿Cuánto he perdido? prefiero esperar un poco antes de decidir sobre esta posición,consultar_cartera,loss_aversion
"¿es buen momento para comprar Apple?, pero prefiero mantener mi estrategia actual por ahora",quiero_comprar,loss_aversion
"No me parece prudente vender en estas condiciones, no puedo vender",quiero_vender,loss_aversion
¿Cuánto he perdido? prefiero mantenerlo a vender perdiendo,consultar_cartera,loss_aversion
"¿en qué debería poner mi dinero?, mejor espero a que vuelva a subir",pedir_recomendacion,loss_aversion
"Prefiero esperar un poco antes de decidir sobre esta posición, no puedo vender",quiero_vender,loss_aversion
"¿qué tal si compro Tesla?, pero mejor espero a que vuelva a subir",quiero_comprar,loss_aversion
"explícame qué es un fondo mutuo, no estoy seguro de vender ahora, quizás es mejor esperar",explicar_concepto,loss_aversion
"¿qué me recomiendan comprar?, pero mejor darle tiempo a que se recupere antes de actuar",quiero_comprar,loss_aversion
¿Cuánto he perdido? no quiero vender con pérdidas,consultar_cartera,loss_aversion
"Tal vez debería mantener esta posición un poco más, no puedo vender",quiero_vender,loss_aversion
"¿qué es un ETF?, mejor esperar a ver cómo evoluciona la situación",explicar_concepto,loss_aversion
¿Cuánto he perdido? no puedo vender por debajo de mi precio de compra,consultar_cartera,loss_aversion
"estoy pensando en comprar acciones, pero no me parece prudente vender en estas condiciones",quiero_comprar,loss_aversion
"quiero añadir más acciones a mi cartera, pero no voy a realizar esta pérdida",quiero_comprar,loss_aversion
"¿Cuánto vale comparado con mi precio de compra? a este nivel no me siento cómodo vendiendo, prefiero esperar",consultar_cartera,anchoring
"¿qué me recomiendan para principiantes?, compré a 80, no puedo vender por debajo",pedir_recomendacion,anchoring
"¿Cuánto vale comparado con mi precio de compra? compré a 80, no puedo vender por debajo",consultar_cartera,anchoring
"¿qué recomiendan para mi cartera?, la compré a 200, no vendo por debajo de eso",pedir_recomendacion,anchoring
"la compré a 200, no vendo por debajo de eso, por eso no quiero comprar ahora",quiero_comprar,anchoring
"No me parece justo vender a este nivel, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"la compré a 30, mi punto de equilibrio es 30, no vendo por debajo",quiero_vender,anchoring
"No me parece el momento adecuado para vender a este precio, por eso no quiero comprar ahora",quiero_comprar,anchoring
"compré a 80, no puedo vender por debajo, no vendo por debajo",quiero_vender,anchoring
"¿cómo funciona el interés compuesto?, no estoy convencido de vender a este precio, mejor mantengo",explicar_concepto,anchoring
"¿Cuánto vale comparado con mi precio de compra? no me parece un buen precio de salida, mejor aguardo",consultar_cartera,anchoring
"¿Cuánto vale comparado con mi precio de compra? no me parece un buen precio de salida, mejor aguardo",consultar_cartera,anchoring
"¿qué es la volatilidad?, no me parece justo vender a este nivel, prefiero esperar",explicar_concepto,anchoring
"¿qué es el riesgo en inversiones?, compré a 150, necesito que vuelva a ese nivel",explicar_concepto,anchoring
"la compré a 200, no vendo por debajo de eso, por eso no quiero comprar ahora",quiero_comprar,anchoring
"compré a 50, tengo que esperar a que vuelva a 50, no vendo por debajo",quiero_vender,anchoring
"¿qué es buena inversión ahora?, este precio está por debajo de lo que esperaba, mejor espero",pedir_recomendacion,anchoring
"¿cuál es la mejor inversión?, a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",pedir_recomendacion,anchoring
"A este precio no me convence, cuando vuelva al nivel donde compré ya vemos, no vendo por debajo",quiero_vender,anchoring
"No estoy convencido de vender a este precio, mejor mantengo, no vendo por debajo",quiero_vender,anchoring
"¿Cuánto vale comparado con mi precio de compra? a este precio no estoy cómodo, prefiero esperar una mejora",consultar_cartera,anchoring
"No estoy convencido de vender a este precio, mejor mantengo, no vendo por debajo",quiero_vender,anchoring
"¿dónde puedo invertir para ganar dinero?, mi precio de compra fue 100, no vendo por menos",pedir_recomendacion,anchoring
"¿dónde me conviene invertir?, compré a 150, necesito que vuelva a ese nivel",pedir_recomendacion,anchoring
"¿Cuánto vale comparado con mi precio de compra? a este nivel no me siento cómodo vendiendo, prefiero esperar",consultar_cartera,anchoring
"¿Cuánto vale comparado con mi precio de compra? a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",consultar_cartera,anchoring
"la compré a 200, no vendo por debajo de eso, por eso no quiero comprar ahora",quiero_comprar,anchoring
"la compré a 30, mi punto de equilibrio es 30, por eso no quiero comprar ahora",quiero_comprar,anchoring
"la compré a 200, no vendo por debajo de eso, no vendo por debajo",quiero_vender,anchoring
"¿qué significa diversificar?, la compré a 200, no vendo por debajo de eso",explicar_concepto,anchoring
"¿dónde me recomiendan invertir a largo plazo?, la compré a 30, mi punto de equilibrio es 30",pedir_recomendacion,anchoring
"A este nivel no me siento cómodo vendiendo, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"la compré a 200, no vendo por debajo de eso, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿qué me sugieren hacer con mi dinero?, este precio está por debajo de lo que esperaba, mejor espero",pedir_recomendacion,anchoring
"No me gusta vender a este nivel, prefiero mantener, no vendo por debajo",quiero_vender,anchoring
"compré a 80, no puedo vender por debajo, no vendo por debajo",quiero_vender,anchoring
"¿en qué sector debo invertir?, no estoy convencido de vender a este precio, mejor mantengo",pedir_recomendacion,anchoring
"¿Cuánto vale comparado con mi precio de compra? compré a 50, tengo que esperar a que vuelva a 50",consultar_cartera,anchoring
"¿Cuánto vale comparado con mi precio de compra? este nivel no me parece adecuado para vender, prefiero esperar",consultar_cartera,anchoring
"compré a 50, tengo que esperar a que vuelva a 50, no vendo por debajo",quiero_vender,anchoring
"A este precio no estoy cómodo, prefiero esperar una mejora, no vendo por debajo",quiero_vender,anchoring
"A este precio no me convence, cuando vuelva al nivel donde compré ya vemos, no vendo por debajo",quiero_vender,anchoring
"¿qué me recomiendan para principiantes?, a este precio no me convence, cuando vuelva al nivel donde compré ya vemos",pedir_recomendacion,anchoring
"¿me pueden dar una recomendación?, la compré a 30, mi punto de equilibrio es 30",pedir_recomendacion,anchoring
"No me parece justo vender a este nivel, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"explícame qué es el dividendo, compré a 150, necesito que vuelva a ese nivel",explicar_concepto,anchoring
"compré a 50, tengo que esperar a que vuelva a 50, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿qué es la volatilidad?, a este nivel no me siento cómodo vendiendo, prefiero esperar",explicar_concepto,anchoring
"¿cómo se calcula el rendimiento?, compré a 50, tengo que esperar a que vuelva a 50",explicar_concepto,anchoring
"mi precio de compra fue 100, no vendo por menos, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿qué significa P/E ratio?, no me parece justo vender a este nivel, prefiero esperar",explicar_concepto,anchoring
"¿cómo se calcula el rendimiento?, compré a 50, tengo que esperar a que vuelva a 50",explicar_concepto,anchoring
"¿Cuánto vale comparado con mi precio de compra? compré a 50, tengo que esperar a que vuelva a 50",consultar_cartera,anchoring
"No me parece justo vender a este nivel, prefiero esperar, no vendo por debajo",quiero_vender,anchoring
"la compré a 30, mi punto de equilibrio es 30, por eso no quiero comprar ahora",quiero_comprar,anchoring
"mi precio de compra fue 100, no vendo por menos, por eso no quiero comprar ahora",quiero_comprar,anchoring
"A este nivel no me siento cómodo vendiendo, prefiero esperar, por eso no quiero comprar ahora",quiero_comprar,anchoring
"¿dónde me conviene invertir?, la compré a 200, no vendo por debajo de eso",pedir_recomendacion,anchoring
"¿qué es el riesgo en inversiones?, la compré a 200, no vendo por debajo de eso",explicar_concepto,anchoring
